ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_WxPnaKFGttayAE1,5,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Penn Valley,NA,Male,"Better IT support! Please...they are almost useless. I can't get anything done when I call them, and it still takes forever."
R_2VPmfCsqZKO4Twr,6,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,More respect for employees. Better pay.
R_TobZYIk6erhLKsV,0,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,When leaders decide to take responsibility for their actions and listen to the people they lead.
R_2YzawZfq6KuqLpF,8,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,"Listen to the people who actually work with students every single day, not administrators who never see students on a daily basis."
R_UbFYjn5kfkNEdOh,10,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,Support of innovation.
R_Tbcp59OmTYRAnjb,5,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Administrative Center,NA,Female,Listen to the people that do the work!
R_vwr1hjuKUJqgQh3,8,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Maple Woods,NA,Male,Insurance needs to be covered by the College. Imagine the morale boost for those who believe the administration and board care for employees and employees' families!
R_3g7WGVTht4TVewt,3,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Faculty,Blue River,NA,Female,Hire more faculty.  We are a teaching institution that relies on adjuncts to teach the majority of classes.  Why do we put a hiring freeze on faculty while we continue to hire administration and staff.  We are well below the 50% mark with most of our classes being taught by adjuncts.
R_3HXLIjUabTFqTsk,1,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Faculty,Maple Woods,NA,Female,Look for administrators who care about student learning and experience first.
R_33yyjJ0CoXnYMIr,8,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Female,Eliminate the VP position OR empower them to act as full presidents to allow the presidents to work outside in the community and fundraising. Almost all of the work that was done by associate deans was passed down to Chairs - without compensation or agreement to the change in the working conditions. Chairs are also working during their breaks because it is expected and they have no vacation time - summer would benefit from flex time/vacation time.
R_2TQMHoLOnk82rhu,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,"Standardized class schedules for all campuses. Do a district wide ""Cut session"" for all campuses at the same time. Classes schedules need better coordination between campuses.  For example, do not offer the same classes at the same days and times on two campuses."
R_1gd3Vwn1QxRhyDS,5,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,Stop hiring administrators. I don't think any of them actually know what it's like for the staff and faculty.
R_2xPOb50XEoPgJwn,8,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,"I believe having more virtual options available to students has been a great improvement. This is something other universities were doing before Covid and now that we have started, I hope we continue to offer virtual options for our students as well as our staff."
R_XZZ9y9gfaX5QdwJ,0,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Administrative Center,NA,Female,I would immediately discuss why the senior staff are so disgruntled. I feel that most people that have been with the college are quite dissatisfied and understandable so.
R_22shxobzkHBTs92,7,MCC,2021,August,1-2 years,Baby Boomer (born between 1946 - 1965),Faculty,Business & Technology,NA,Female,Upper management could have more conversations with the frontline workers to see if the changes they would like to make would actually work when they are being implemented.
R_3nGi65uleoR2qDK,9,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,Better communication about classes and enrollment
R_26bTJC69azFzhFv,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,"Letting employees chose to work remotely one to two days a week.  People didn't like it at first but once we learned the process it was successful and helps folks with family and cut down on cost of driving.  It is successful with all levels Faculty, Administrators, Meetings, Driving, and Staff Morale."
R_yKimGkqfx8CW6Bj,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Female,Cut about 40% of administrative jobs and increase the number of full-time faculty.
R_3RpwGchWbmYpwrR,9,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Administrator,Penn Valley,NA,Female,Encouraging more teamwork.
R_2X1HaAEguHcwP2E,10,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Administrative Center,NA,Male,Implementing Microsoft Intune/Company portal
R_2VOPZvCpc25I4om,1,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Maple Woods,NA,Male,"The college developing resources and streamlining processes would go a long way retention and morale at this institution. We have no official video library of how to guide students in basic processes such as signing into MyMCCKC, applying for graduation, course enrollment, etc. Some departments become a catch-all for questions that should be fielded elsewhere. I think this all would stem from listening to the employees and students -- actually taking into account what people are vocalizing and decrying for positive changes."
R_3EnxrkFCeyQnIzI,7,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Female,"Cross-train in all departments so if a person is out ill or retires, their absence doesn't cause an entire department to come to a screeching halt.  Also, PeopleSoft is very unreliable.  We are constantly contacting the behind-the-scenes people to fix things for us."
R_2cezqtMxpVHhV3Y,2,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Penn Valley,NA,Prefer not to answer,Leadership that actually listens to stakeholders.
R_OiNL6rGZwU6LZkZ,8,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Faculty,Penn Valley,NA,Male,Leaders need to see the positive in all people and sites.
R_wXfEmVhBTyDQGFb,7,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Administrative Center,NA,Male,"Focus more on developing strong student reading, writing, and analysis skills and less on furthering popular social initiatives."
R_3JyEcyLCaZtf8vY,7,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Other,Longview,NA,Female,Allow instructors to remove masks
R_d5c06mUS7KFU46t,7,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Prefer not to answer,Better website so students can navigate to what they are looking for easier.
R_2Esf0ohnSVOBCZ9,8,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Faculty,Maple Woods,NA,Female,Pay raise for staff--not faculty or admin.
R_1flqy8WYsr9B189,10,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Faculty,Online,NA,Female,Care about the students and their lives.
R_w051A9P81UYc4Eh,6,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Non-binary or Transgender,More student and staff involvement with decision making and power. We are at the wim of a board who is not subject to its own rules it makes for us. This is a community college yet it feels like an Oligarchy college. Student government seems very limited in its power as well.
R_3hFjGKQxBejCpTC,10,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Male,Bring students back to campus with discounted on campus tuition.
R_20ZKo5ssKGvBBx0,7,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Maple Woods,NA,Female,"Asking Staff for their input/feedback. Ask us how we are doing, handling our new duties due to the pandemic. Juggling emails, phone calls, NSAES sessions, VEC, extended hours? Trying to keep up with the online and in person traffic."
R_25uRDH49Qb6cZRj,10,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Female,More virtual classes in the future.
R_Uu5wzsGqUxbfKj7,2,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Administrator,Blue River,NA,Male,"Need for better IT (data, use of technology, 21st Century technology), HR infrastructure."
R_27mtUVme4ZkbV3M,5,MCC,2021,August,1-2 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Female,Management training for all managers and above
R_2SIH0MpckEzRbHx,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Blue River,NA,Prefer not to answer,"More comprehensive background checks on people in senior management positions prior to their being hired.   Not all are bad, but when they are. . . it is destructive and the negative impacts long lasting."
R_zUUYtxxHxKg2yVH,10,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Penn Valley,NA,Female,Communication at the campus level from administration
R_3DvYWpJ5Q8nzv3x,5,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Female,Putting AC people at the campus level -- our current setup is dysfunctional because AC is disengaged with campus-level needs and activities
R_1ruiljWJNGdSC6M,6,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Administrator,Administrative Center,NA,Male,"Tell everyone how survey results resulted in the college doing something, it wasn’t already planning to do."
R_bxqRmPetzqUKftv,8,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Faculty,Maple Woods,NA,Male,"I'm sorry, but the only impact right now for the campus is coming out of pandemic protocol. Right, wrong, or indifferent it is a barrier to open communication and exchange of information."
R_dcbpD8HHxiovr45,8,MCC,2021,August,1-2 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Prefer not to answer,Do not allow people to work from home.
R_21jPnLEUAwVXWky,6,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Faculty,Longview,NA,Female,Front line people need to be in the know and have the support to make necessary changes as needed. Waiting for someone up the chain to understand the issue and then make a change is punitive and frustrating for students.
R_3svmmqAWYqlZZNs,10,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,If District Leaders would listen to Campus Administration and Department Supervisors rather than making decisions that create problems in the day to day workings of these departments that could otherwise be avoided.
R_3HGmNqKGPCbE2E7,3,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Administrator,Administrative Center,NA,Female,Administrator and staff voices need to be heard with the same level of concern as faculty voices are listened.
R_3rY7pnCvKuEvzX4,10,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Female,employee bonus/raise based on performance.
R_3HFChxAZUqkmhCg,8,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,Include lower level perspectives in decision making.
R_3RkDsEmSuDKYjV1,8,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Male,Updating the outdated facilities
R_1rvmjydZESvFlXw,2,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Faculty,Business & Technology,NA,Male,Reorganize all of the administration
R_1daBjIFlX0MMARG,8,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Staff,Penn Valley,NA,Female,Offering classes and degrees that people are asking about. Keeping up with the times.
R_2QKXiUrtv4SpSxy,10,MCC,2021,August,4-8 years,Greatest Generation (born between 1925 - 1945),Faculty,Blue River,NA,Male,"IFF (a term in philosophy for ""if and ONLY if) current political plans can be realized regarding student debt relief and greatly increased government supported tuition for community colleges, MCCKC will (obviously) benefit greatly as will area students."
R_XTFiVXc0BUlH2xP,8,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Administrative Center,NA,Female,Making all raises performance based.
R_2WTsfYmKGelNkYp,6,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,"Dena Norris should have to talk to every single student impacted by the arbitrary one-time SAP150% reset rule. After a few conversations, she would agree to taking the necessary steps to correcting MCC's SAP policy and eliminating the one-time SAP150 reset rule.   
"
R_3imb51sNGmmDfWb,9,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Female,Lower speech classroom student capacity
R_1jvWGej7GQ8QCr8,7,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Staff,Penn Valley,NA,Male,Better communication.
R_4IdnCz7pqPWAzYZ,9,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Male,"More investment in Student Services, especially academic assistance."
R_3I4vvTTzpYq8Mtb,6,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Faculty,Maple Woods,NA,Prefer not to answer,Hiring more full time faculty in overburdened programs.
R_24dY4zhginMyruo,7,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Female,"Communication.  I constantly ask questions or give recommendations and they never go anywhere.  Leadership makes decisions without having the right people at the table to discuss impact or if the change is viable.  In addition, when changes are made, it is often not communicated down to the people that have to make that change happen."
R_20VzpTjN5qMSOuh,3,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Penn Valley,NA,Female,It depends on what level you are discussing and at which campus.  Leadership changes would help.
R_3k6BgVFeHLjr8lZ,8,MCC,2021,August,16+ years,Greatest Generation (born between 1925 - 1945),Faculty,Blue River,NA,Male,"Reliance on technology continues to be a challenge.  More and more time and energy are being required to maintain email security, take on-line courses in email security, accommodate class work when required to move instruction from in-person to virtual.  Try to address issues in the amount of time required to take mandatory security training.  Make available technology such as document cameras available to staff for purchase--not just check-out.  Make IT help more accessible."
R_3HRMtm9NzbXZA3b,7,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,"Make it easy for people to resolve issues that don't require committees, meetings, phone calls, letters..."
R_296PKG7RRPk5onf,8,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Faculty,Longview,NA,Female,"Including more employees, especially adjunct and part-time faculty in decision making."
R_12EclKgBel0iJdW,1,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Faculty,Maple Woods,NA,Female,Real transparency from leadership.
R_1mgcNafamMw0vht,3,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,Getting a new chancellor.
R_3Pz9LjnhvUc3tjM,1,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Penn Valley,NA,Male,"Stop jamming students into classrooms without a plan for COVID testing or even making sure air circulates.  It doesn’t.  Also we no longer just lecture.  Putting students in groups makes a mockery of the seating chart.
"
R_3HHuYvL0N3vosft,8,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Female,"Are there exit interviews when leaders leave? 
Please create these in order to learn WHY people leave.
"
R_2VjsjwDqAlQETTJ,2,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Male,"MCC has been turned into a profit machine for profit making companies. MCC can use the mighty power of the state to extract every last dollar from the tax payers - don't pay your property tax on your house and see how long you get to live in a house that is fully paid for (I do not recommend this!) - and put the collected funds on a silver platter to hand over to for profit corporations and fire MCC employees and replace them with contract workers. People pay their taxes to support a ""non-for-profit college district"" which now has been turned into the instrument to take money from the public and turn it over to for profit companies with, perhaps, connections to the current board members.
Nothing has demoralized people who work at MCC more than seeing our most vulnerable employees fired and replaced by what looks like temporary workers. The board of trustees of MCC ought to change the name of the district to MCC-Temp Agency where people are out before they have had a chance to settle in. This is how a strong and dedicated institution is created! NOT."
R_1irmfOTXidx2Hu8,10,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Male,"Increase the focus on student success, not just in the classroom, but within the college environment.  Make it evident to students that their involvement on campus is greatly beneficial to their success and is something the college is committed to."
R_vvRqtmes0Afo6Up,10,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Faculty,Maple Woods,NA,Female,I feel one change that would have the greatest positive impact at the college is for faculty to find ways to connect with the students.  By being involved with student engagement or other activities it allows the students to see their professors outside of the classroom. In order to create a more unity campus.
R_7VXYp3tVCvZN5cd,5,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Faculty,Penn Valley,NA,Female,higher pay for adjuncts
R_3QFZ7cLlhN6lDfc,1,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Administrator,Administrative Center,NA,Female,Change organizational structure to include eliminating the campus President positions and have the campuses report centrally.  This would provide for a much more consistent leadership direction.
R_2XpKXaUlh1cJ3m8,8,MCC,2021,August,16+ years,Greatest Generation (born between 1925 - 1945),Faculty,Longview,NA,Female,Encourage in-person learning.  Impact is weakened when working together online.
R_3m4C3kG74OUAaas,0,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Blue River,NA,Female,"Keep in mind that many students do not have many financial resources.  If you are going to use dual authentication, please provide more than one way to authenticate.  Not every student has a cell phone and the ones that do may not have paid this month's bill."
R_3IRg3FhLKOzkUtG,10,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,The option of working from home 2 or 3 days a week would be a positive impact on the college and employees. It will also have a positive effect on productivity.
R_eCGZQ9jYNJxVjlD,8,MCC,2021,August,8-10 years,Generation Y (born between 1981 - 2000),Staff,Penn Valley,NA,Female,Listening to what the employees and students want more when making decisions.
R_Oe9LRz3gyTGI2Dn,7,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Staff,Maple Woods,NA,Female,Better raises for the everyone but the Chancellors cabinet. They already make too much. It's the people in the trenches that are making this college run.
R_2E9O0wLAjSGSVdZ,3,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Administrator,Maple Woods,NA,Female,Sticking to strategic planning. Not creating new solutions every other day.
R_W7OqFsn19C8yEmd,7,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Female,"Being fair in all departments.  Allow some of us to work from home at least one day a week.  If we are open on Saturdays, make all campus support be here, including leadership and faculty."
R_6tEQhJ9UA0llimJ,5,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Male,Better pay to hire better people.
R_3s4j1AZj7ikq2rZ,10,MCC,2021,August,2-4 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,"I think having more wellness check-ins with employees and students might create a greater positive impact. Everyone needs a little TLC, especially these days, and I think creating those moments of empowerment, safety, and consideration to all is a very valuable experience. Perhaps by using the Wolfpack Wellness Campaign for students and giving employees the ability to do Zoom mindfulness, exercise, or de-stress classes might be beneficial. Helping students and employees maintain a healthy mental state is the most important role we can play. Thanks!"
R_1mw4wxRLZ4kNILc,10,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Other,Longview,NA,Male,Better wi-fi connections for students and employees.
R_OxsKajXTzZWbw09,2,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Maple Woods,NA,Female,"Single change is to invite staff to the meetings that will have an impact on the college, so they can provide feedback and that we can feel our opinions matter. Inclusivity."
R_9ZHpijI9uHAsxsB,10,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Penn Valley,NA,Female,I'm not sure. I believe our leadership has done a wonderful job of making positive changes and regular updates that will help ensure that our students have the best possible learning experiences that will help them develop personally and professionally.
R_yCT3xeuN6TWMqs1,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,Looking at new ways of doing things and not just doing what we have always done.  The world is different now than it was in 2019 pre-pandemic.
R_BDosYlezTwGESJj,6,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Male,Faculty need to know that the administration has their back when it comes to instruction and enforcing existing college policies.
R_32Rq4m2DeCAnb80,6,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Staff,Business & Technology,NA,Female,"Transparency of up-and-coming changes, ideas, etc - even if just proposals to give feedback on"
R_1mDFWON6QzSSee1,1,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Faculty,Penn Valley,NA,Female,Listen to the department faculty. take real time to sit and listen and learn about those disciplines you don't have a strong understanding of. you listen to only department directors/chairs. that is NOT what is really going on. They only tell you what you WANT to hear so you can check your boxes off and move on.
R_beGDhJQ8Yb5cPp7,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Blue River,NA,Female,"I cannot describe a single change because I feel the combined effort from all departments in reaching our goals is what makes Blue River a success.  The culture is outstanding in co-operation, willingness to help, and willingness to solve to solve problems that arise."
R_2CNXQW04kzfH80h,3,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Penn Valley,NA,Female,Better communication.
R_Od5OlBKUQwkHxoR,10,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Other,Penn Valley,NA,Male,bring up the pay. if we make the college look good we should get a parted of that. if the college makes money we should too.
R_10TNvOSKuL6lQXM,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Blue River,NA,Female,For the top leadership to truly value the input of employees in the decisions that affect them.
R_3HuJbXONI4Kb9wC,2,MCC,2021,August,8-10 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Female,"Align policies and procedures that help, not hinder student success.  It often feels like we get in our own way when it comes to helping students."
R_OBcfE3ZXvxXdLX3,1,MCC,2021,August,8-10 years,Generation Y (born between 1981 - 2000),Staff,Penn Valley,NA,Female,"Program specific marketing campaigns. 

"
R_1gTIVBYiXhoTeyW,5,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Prefer not to answer,"Listen, and act in a manner that helps the problem(s) presented, not cause other/more problems, when staff members and students tell you there are problems. 
Administrators are like engineers, they think a solution looks good on paper but, some solutions are not practical when in action."
R_2TAk6jnk6RknfyS,0,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Administrator,Administrative Center,NA,Non-binary or Transgender,"True shared governance, not just shared meeting time."
R_1JPVdgeqHxVn77X,6,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Prefer not to answer,True shared governance and not the lip service we are getting.
R_zTPskQCLmLnU4U1,10,MCC,2021,August,10-15 years,Baby Boomer (born between 1946 - 1965),Faculty,Maple Woods,NA,Female,"I think the option of virtual classes that Covid brought to MCCKC should continue.  Many students that would have to sit out a semester (breastfeeding moms, parents without childcare, student work schedules) really embraced the virtual model.  I would hate to see it disappear.  Remember, virtual is not online.  Virtual just means you aren't sitting in a classroom.
"
R_tRhA96LDTT9dACB,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Female,More communication and openess.
R_27d2hJ8HBLbIlTn,7,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Faculty,Maple Woods,NA,Female,Embracing a culture that supports employees mental health. I think administration thinks they to do this but it never actually reaches individual employees. When we have to be at work every day because offices are so understaffed that they cannot function if someone takes even one day off is an example of MCC not supporting employee mental or physical health. (We should be able to take more than 1 day off at a time as well). Happy and healthy employees can give the absolute best to students and have a huge positive impact on the college.
R_1JIQButqvbIbrea,7,MCC,2021,August,1-2 years,Generation X  (born between 1966 - 1980),Staff,Administrative Center,NA,Female,"We need to listen to the needs of students and update some of our technology. There needs to be clearer communication between departments, and everyone needs to be trained properly, which they aren't in some departments. And some departments will ONLY talk to students about their specific topic. And some departments won't even talk to students."
R_2upPnlufjYMk687,7,MCC,2021,August,4-8 years,Baby Boomer (born between 1946 - 1965),Administrator,Longview,NA,Female,none
R_1jOImF3FnHsa0Yc,5,MCC,2021,August,10-15 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Female,"'-clearly defined business processes that outline which functions are completed at the district and which functions are completed at the campus, and then each campus identifies which roles complete each function. Efficiency would increase with clearly defined roles and responsibilities and waste would be reduced."
R_YaGW7Uvmf8cuGxX,7,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Maple Woods,NA,Male,Cut a lot of the middle-management positions and micro management from the central office and give more autonomy to individual campuses.
R_a3tEqaYUceeS0RH,7,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,"Staffing.  Fill positions so teams are full.  This will allow all of the work to get done and alleviate the ""survival"" mentality."
R_271LxKmYEDylRdx,8,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Longview,NA,Female,Increase the staff at HR
R_9uvKQ0i3aBd4Awh,7,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Penn Valley,NA,Female,Not limiting how many times a person can go through a program.
R_2eRSoCTrLVkoi64,9,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Faculty,Longview,NA,Male,"I know it’s not traditional for a community college, but I strongly believe in expanding MCC to a 4 year college. Start with the Accounting program (because I’m biased and that’s my area). Student retention would increase, they wouldn’t need to bridge to another college (which is where we loose students after 2 years because they don’t continue with another college), increased revenue, a complete Accounting program where the student can visualize the path instead of things looking fuzzy after 2 years. Lots of benefits, I could go on and on."
R_1jvsNUQpCNFg8sW,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Faculty,Online,NA,Female,Moving some classes to online
R_2YQkGCtOpNJpD04,6,MCC,2021,August,4-8 years,Generation Y (born between 1981 - 2000),Staff,Blue River,NA,Male,Put the students first in everything we do from IT to the support and resources we offer.
R_1i42iKej4sqV6c8,9,MCC,2021,August,8-10 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Female,Hiring more student services staff to handle all student issues.
R_5mxks9eeAAQ9AyJ,6,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Faculty,Maple Woods,NA,Male,Improved leadership - a change of priorities by the top leaders.
R_1QAF4NnWdCmIeBO,3,MCC,2021,August,16+ years,Generation X  (born between 1966 - 1980),Staff,Penn Valley,NA,Female,Address why we are losing employees daily. Really ask them and let those employees feel empowered to be honest. I bet you would be shocked what they would tell you. Then you have to address what their issues are. We are losing so much talent and our reputation is in the tank!
R_2OSE3YOshn9TiJv,10,MCC,2021,August,16+ years,Baby Boomer (born between 1946 - 1965),Staff,Administrative Center,NA,Female,"I really have no idea what ""single"" idea would be.  There are lots of things that would be to MCC's advantage.  Maybe if you had asked about my top 5 ideas... :-)"
R_10xcx0lpcZ1wPTg,10,MCC,2021,August,1-2 years,Generation Y (born between 1981 - 2000),Staff,Longview,NA,Female,More interaction between the various departments could create more of a sense of belonging to a team rather than just to individual departments.
R_9oeM8fGNTjuMDvj,10,MCC,2021,August,2-4 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,"Update computer programs used for HR, Finance and Data Processing."
R_2dRuvHxdd2uxyza,7,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Female,Better raises
R_1IXb7SvxE3b4ulT,5,MCC,2021,August,NA,NA,NA,NA,NA,NA,A change from asking simplistic questions like this would help. Also avoidance of some of the previous questions that ask the respondents to judge the motivations of others.
R_1dy5yPZUw21FHCC,10,MCC,2021,August,16+ years,Greatest Generation (born between 1925 - 1945),Staff,Longview,NA,Female,"I think we are missing attracting the working adult, who may not have thought about expanding/enriching their knowledge. Which many times after a class or two they decide to go for a degree."
R_1q8UBspHrONEU6M,3,MCC,2021,August,4-8 years,Generation X  (born between 1966 - 1980),Staff,Longview,NA,Male,The understanding that it was great people that made MCC a great institution. This caused other amazing people to want to work at MCC. Now that we care only about the institution and the people that work here are plug and play.
R_3IboJknxkTlHcNW,5,MCC,2021,August,10-15 years,Generation X  (born between 1966 - 1980),Staff,Business & Technology,NA,Female,An attitude change. We create the vision but there is no accountability and leadership is stuck in the old ways of doing things.
R_1kFdqfrWVHEcD5e,8,MCC,2021,August,16+ years,NA,Staff,Longview,NA,Prefer not to answer,"Leaders need to stop paying lip service to staff needs.  Leadership stands in front of a crowd, says they're listening but they are not.  Nothing changes.  Stop hiring executives when we are already VERY top heavy."
R_9vNqMC0VC1XymQ1,8,MCC,2021,August,8-10 years,Baby Boomer (born between 1946 - 1965),Staff,Longview,NA,Prefer not to answer,Listen
R_7WBoeiXxZYVNIit,8,MCC,2021,August,2-4 years,Generation X  (born between 1966 - 1980),Staff,Blue River,NA,Female,More part-time assistance in all areas so that employees are not overwhelmed
